pk_business_id,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,pk_stakeholder_ids,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
2975,4451417767,42-083-9037,59-841-5923,Bernier LLC,Business Development,Glass Inc.,0.1,Partner & Responsible Manager,Food Provider,3,6521512218,29,633116815,Annamark,,344-489-2713,372-618-2783,552-394-8270,878,21/12/2018,28/11/2018,6/7/2018,14/12/2018,7200554200,
2976,4949375385,80-042-9955,36-898-2970,"Bernhard, Kiehn and Carter",Services,Steak Holder,0.4,Sponsor,IT Services,4,5652589442,11,7952625012,Texas,,180-303-9855,630-924-3273,270-115-7104,84255,1/10/2018,1/7/2018,7/8/2018,7/3/2018,3034859503,
2977,2203491566,56-681-3382,26-322-9119,Volkman LLC,Business Development,Glass Inc.,0.6,Sponsor,Car Manufacturing,5,3560725992,3,3339281556,Nova,,307-764-1667,974-796-9196,624-845-8729,89,11/11/2018,24/02/2018,20/05/2018,14/05/2018,1981555714,
2978,2994123029,73-947-1801,69-433-2260,Cassin and Sons,Support,Glass Inc.,0.9,Signatory,Car Manufacturing,1,7840964176,7,7775820276,Cascade,,946-457-2910,820-644-5734,944-847-4852,49,25/06/2018,11/5/2018,22/02/2018,16/11/2018,722941048,
2979,4462697774,45-302-4339,80-946-3408,"DuBuque, Berge and Larson",Business Development,Steak Holder,0.1,Signatory,Food Delivery,2,5792551502,11,1424756502,Fairview,,314-304-5057,556-258-8043,772-178-2543,603,24/10/2018,13/03/2018,18/04/2018,12/11/2018,1059287765,
2980,3988349321,28-341-6585,05-492-3520,Kris LLC,Sales,Glass Inc.,0.4,Sponsor,Fashion Designing,3,9236835422,5,9904979707,Manufacturers,,219-321-9136,518-867-4732,274-551-6196,9,11/5/2018,12/3/2018,5/8/2018,27/10/2018,9731579729,
2981,8651960700,17-724-0629,32-500-9156,"Barton, Yundt and Kub",Human Resources,Orange Company,0.2,Sponsor,Food Delivery,4,7019765882,29,3382803526,Maryland,,960-703-2535,909-570-8375,520-305-8247,21,28/08/2018,14/10/2018,13/11/2018,11/7/2018,2223253733,
2982,4643949082,21-019-5836,02-680-8189,Wiza Group,Human Resources,Souk al Waha,0.3,Partner & Responsible Manager,IT Services,5,5227805059,28,2420071190,Mcguire,,823-859-6634,444-414-6899,269-986-4651,514,17/08/2018,28/01/2019,6/8/2018,2/12/2018,7377078022,
2983,3922159303,43-044-0250,00-863-2137,Kuvalis-Cronin,Support,Steak Holder,0.3,Sponsor,Food Delivery,1,7126412533,3,7935413290,Saint Paul,,786-118-3126,423-629-2268,992-637-0536,6,31/10/2018,8/12/2018,25/11/2018,17/06/2018,9184720557,
2984,5640125705,98-758-6492,19-933-3692,"Beer, Kihn and Rath",Sales,Steak Holder,0.5,Signatory,Car Manufacturing,2,8289717784,25,4469061654,Arrowood,,555-760-2338,705-572-2513,670-141-3929,77073,27/09/2018,3/1/2019,8/6/2018,27/06/2018,3231468515,
2985,1194775268,23-137-7062,79-283-8817,Zulauf Group,Services,Glass Inc.,0.3,Signatory,IT Services,3,2951684827,29,9865139014,Spohn,,534-498-2474,488-913-0502,833-204-6853,512,6/2/2019,4/11/2018,25/07/2018,29/03/2018,9025778011,
2986,9297055125,23-455-4557,03-613-8586,Kuvalis Inc,Support,Orange Company,0,Signatory,Food Delivery,4,3090609495,8,7356384302,Emmet,,777-718-6069,846-667-5627,552-458-9534,79,30/09/2018,16/11/2018,14/02/2018,9/12/2018,2114584623,
2987,2606151151,69-876-2613,24-584-6932,"Mante, Baumbach and Dietrich",Legal,Souk al Waha,0.3,Project Manager,Food Provider,5,7446366230,4,814057861,Brentwood,,833-264-0409,840-360-8006,676-765-2926,247,25/07/2018,19/03/2018,3/10/2018,19/12/2018,9795753916,
2988,29440912,42-109-5742,96-954-7881,Skiles Group,Product Management,Glass Inc.,0.7,Sponsor,Food Provider,1,9168075138,22,8511100318,Rigney,,524-989-8545,281-292-9613,292-946-5845,7,5/10/2018,31/01/2019,3/7/2018,25/05/2018,834015315,
2989,3524612180,07-404-1719,51-088-4073,Cartwright-Pacocha,Legal,Orange Company,0,Partner & Responsible Manager,Food Delivery,2,570589835,19,2495608760,Kedzie,,415-794-3011,728-218-5850,585-582-4531,230,9/7/2018,24/10/2018,5/3/2018,10/10/2018,2034766946,
2990,3600462865,23-910-9604,72-405-8113,Doyle-Metz,Services,Steak Holder,0.1,Sponsor,Fashion Designing,3,7680857350,7,3835497480,Blaine,,969-733-4758,936-150-8361,288-697-0198,6,25/07/2018,30/08/2018,11/2/2019,6/8/2018,5424132847,
2991,381406016,30-048-2543,25-031-0477,Luettgen and Sons,Training,Souk al Waha,0.5,Sponsor,Food Delivery,4,6921476987,6,1378241088,Division,,677-634-6310,126-422-4308,715-545-4888,1,18/04/2018,23/10/2018,18/12/2018,15/04/2018,8821772497,
2992,9446599210,22-321-0807,34-711-1502,Johnson-Reichel,Support,Souk al Waha,0,Signatory,Car Manufacturing,5,308206789,26,2133086994,Comanche,,264-882-3854,360-196-6161,474-205-4242,3118,26/07/2018,26/02/2018,23/09/2018,5/1/2019,2798103649,
2993,4588958291,78-624-2670,61-446-6815,"D'Amore, Medhurst and Lowe",Training,Souk al Waha,0.1,Signatory,IT Services,1,3872642642,25,1425426603,Thompson,,236-123-3673,783-862-6681,172-473-9757,90,14/09/2018,7/10/2018,14/02/2018,23/12/2018,5170638396,
2994,8939538374,50-873-0204,09-096-8354,"Nikolaus, Raynor and Lesch",Accounting,Souk al Waha,0.3,Project Manager,Food Provider,2,2791778780,16,9514163451,Transport,,143-838-9914,922-769-9345,768-369-5767,990,26/05/2018,7/12/2018,3/10/2018,6/7/2018,8259059622,
2995,8569907540,15-331-3967,98-181-1556,"Pagac, Kuvalis and Torp",Sales,Souk al Waha,0.7,Partner & Responsible Manager,Car Manufacturing,3,8371564589,25,3532873761,Northland,,139-269-5159,851-383-6666,447-878-6116,3,15/02/2018,3/4/2018,7/10/2018,31/01/2019,9284116406,
2996,6106810923,73-737-8770,54-700-4318,Wyman and Sons,Product Management,Souk al Waha,0.8,Partner & Responsible Manager,Fashion Designing,4,1436326354,19,1735780375,Hayes,,824-334-1681,986-978-6967,467-355-2309,4340,17/11/2018,2/6/2018,9/6/2018,31/10/2018,3672889784,
2997,47036435,74-411-7924,29-651-9193,Streich and Sons,Services,Glass Inc.,0.9,Project Manager,Food Delivery,5,2116495431,6,1119830796,Bashford,,722-887-9723,969-132-1985,983-227-8988,92252,27/10/2018,27/09/2018,6/10/2018,18/07/2018,6533067699,
2998,5110329745,58-829-7045,65-777-5133,Simonis LLC,Human Resources,Steak Holder,0.3,Sponsor,Fashion Designing,1,4461444627,11,1431786454,Delladonna,,835-342-8503,489-697-5435,453-939-0736,28,5/2/2019,27/10/2018,18/03/2018,25/10/2018,7127235511,
2999,2697631305,18-400-4004,59-622-5126,Veum-Schoen,Support,Souk al Waha,0.3,Signatory,Food Delivery,2,7739102407,11,5826244267,Harbort,,692-977-0249,395-518-6972,128-303-3953,974,16/02/2018,6/4/2018,21/05/2018,1/10/2018,9413447306,
3000,389815292,92-358-9299,71-467-5703,"Tremblay, Hayes and Nikolaus",Product Management,Steak Holder,0.5,Project Manager,IT Services,3,3065205807,9,7826899478,Graedel,,599-682-1945,161-592-8152,431-317-5340,7252,17/05/2018,5/7/2018,8/11/2018,29/05/2018,1951708016,
3001,789382954,57-846-6444,94-170-9524,Kling Inc,Business Development,Orange Company,0.5,Signatory,IT Services,4,8266035342,31,4079894554,Leroy,,965-505-6486,884-787-3347,685-372-2162,202,9/6/2018,10/4/2018,26/10/2018,4/8/2018,6403117882,
3002,5110941424,88-331-4553,20-545-6275,MacGyver Inc,Marketing,Glass Inc.,0.2,Partner & Responsible Manager,Fashion Designing,5,2191515312,2,180587722,Lukken,,982-627-8450,408-628-3071,925-560-7343,66388,30/04/2018,21/12/2018,6/1/2019,14/06/2018,6180108749,
3003,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,Stakeholders,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
3004,8832344831,65-318-8725,13-419-2261,Runolfsson-Lynch,Engineering,Orange Company,0.4,Project Manager,Car Manufacturing,1,8710320083,19,41230108,Goodland,,558-805-4247,174-550-2046,486-684-1219,960,22/12/2018,20/09/2018,10/7/2018,2/9/2018,5309933328,
3005,8025234576,08-595-8943,96-585-8697,Harris and Sons,Product Management,Souk al Waha,0.8,Sponsor,Fashion Designing,2,3514839441,4,6206423492,Hauk,,372-886-9733,429-211-1912,352-570-1824,76301,8/8/2018,15/11/2018,18/12/2018,3/6/2018,4219719296,
3006,7344683326,03-424-6983,11-028-7098,"DuBuque, Koepp and Roberts",Business Development,Glass Inc.,0.6,Partner & Responsible Manager,Fashion Designing,3,7787957433,21,8757401896,Farmco,,799-783-4086,204-891-4812,121-869-8595,949,6/10/2018,8/3/2018,11/9/2018,1/3/2018,8900770837,
3007,8919953678,09-250-9448,99-146-6821,Berge-Cruickshank,Sales,Souk al Waha,0.7,Signatory,Car Manufacturing,4,3449189271,1,5245627566,Heath,,871-732-5409,665-693-9577,135-726-0721,95070,6/7/2018,18/10/2018,26/08/2018,11/5/2018,2384895699,
3008,6789716173,36-104-1730,43-195-2913,Beahan LLC,Product Management,Orange Company,0.2,Signatory,Car Manufacturing,5,5845239451,29,4241466427,Gina,,522-343-4336,690-463-2104,624-561-2032,756,16/12/2018,18/07/2018,7/7/2018,14/11/2018,3307272470,
3009,2385543257,58-016-0733,78-243-9446,Hirthe-Strosin,Support,Souk al Waha,0.7,Project Manager,Car Manufacturing,1,8585638990,17,3578578452,Esch,,199-280-8176,381-852-9540,646-110-0970,11,23/09/2018,2/1/2019,6/11/2018,27/04/2018,969675836,
3010,7976134248,27-224-5525,58-717-9629,"Kilback, Barton and Crona",Services,Souk al Waha,0.4,Signatory,Car Manufacturing,2,9609534732,12,3581532255,Mendota,,572-481-7255,597-125-5599,867-612-5578,27,11/11/2018,4/10/2018,21/03/2018,21/07/2018,9931343826,
3011,3273570393,73-571-2198,48-165-9024,Sauer Inc,Sales,Souk al Waha,0.4,Partner & Responsible Manager,Fashion Designing,3,1960241877,26,5698281351,Arizona,,506-404-9043,158-342-2307,120-627-3623,7,21/04/2018,2/3/2018,7/7/2018,19/01/2019,6660537333,
3012,9121494800,30-969-3163,99-507-0345,Greenholt LLC,Sales,Steak Holder,0.1,Signatory,Fashion Designing,4,5416634723,4,4330036886,Talmadge,,661-442-5118,465-630-5065,720-983-2273,6,21/12/2018,31/03/2018,20/10/2018,8/7/2018,852774303,
3013,6063685391,31-869-5354,20-185-4399,Padberg Group,Training,Steak Holder,0.3,Project Manager,Food Provider,5,1559210338,32,7501296634,Waubesa,,813-951-0477,553-340-0186,994-553-0815,48426,29/09/2018,25/12/2018,30/04/2018,24/11/2018,4188720670,
3014,64254356,20-930-8833,24-353-1540,Kuvalis-Stroman,Sales,Steak Holder,0.7,Project Manager,IT Services,1,956552714,24,7840732062,Roth,,591-811-5851,260-746-0239,231-194-6331,5101,25/10/2018,14/02/2018,24/10/2018,29/12/2018,56356056,
3015,9586715280,61-489-5993,92-131-6161,Hansen LLC,Research and Development,Steak Holder,0.4,Sponsor,IT Services,2,8928426650,12,7597376189,Summit,,418-717-6648,553-381-1676,934-476-0226,6,5/7/2018,4/7/2018,6/11/2018,10/1/2019,6108706481,
3016,719476003,18-670-0858,16-456-4741,Wolff and Sons,Research and Development,Steak Holder,0.8,Partner & Responsible Manager,IT Services,3,1086500598,26,2660311927,Iowa,,780-814-2843,402-843-5840,849-440-9849,0,4/8/2018,3/6/2018,8/3/2018,29/01/2019,8428133301,
3017,8008963263,69-211-2343,51-546-5474,Dietrich-Gusikowski,Human Resources,Orange Company,0.4,Sponsor,Food Delivery,4,4715154285,29,1251310354,Corben,,194-935-5555,163-379-6635,179-565-3603,67754,11/2/2019,13/08/2018,5/2/2019,13/02/2019,4871243,
3018,7776137472,08-542-1614,78-224-2656,Kuhlman-Sawayn,Human Resources,Glass Inc.,1,Partner & Responsible Manager,Food Provider,5,6764897174,14,2191839177,Milwaukee,,447-740-7594,723-224-2660,470-446-8725,24,21/06/2018,15/12/2018,13/01/2019,14/06/2018,9962586666,
3019,6569260529,68-351-5495,36-269-4131,Kemmer-Hilpert,Engineering,Steak Holder,0.8,Project Manager,IT Services,1,4361792534,24,2463925361,Melvin,,233-469-8720,460-261-0758,611-487-9888,6,2/11/2018,24/03/2018,15/06/2018,14/02/2018,4123624103,
3020,2471488595,56-511-4080,79-727-0645,"Cassin, Wilderman and Waelchi",Legal,Souk al Waha,0.4,Sponsor,Food Provider,2,6281478207,21,4438264804,Judy,,326-512-1594,479-755-2666,596-142-8328,85765,29/12/2018,4/5/2018,16/07/2018,30/07/2018,7057580517,
3021,3735859143,78-104-8441,30-670-5441,Thiel Group,Training,Glass Inc.,0.7,Sponsor,Car Manufacturing,3,610635832,18,3382248891,Oakridge,,473-283-6631,450-497-3056,575-303-2634,94,7/6/2018,7/8/2018,16/03/2018,14/03/2018,2640633139,
3022,9934434687,54-745-4936,16-181-4104,Bartoletti-Cole,Research and Development,Orange Company,0.2,Project Manager,Food Delivery,4,6585224663,6,8362509996,Kinsman,,518-215-3061,295-848-9470,786-958-4205,54,8/3/2018,11/8/2018,21/11/2018,24/11/2018,3495332561,
3023,864424973,91-932-6639,57-227-2929,Rohan and Sons,Engineering,Souk al Waha,0.6,Partner & Responsible Manager,Food Provider,5,1583841059,19,9269681475,Vermont,,328-456-7277,172-908-2911,946-698-9031,598,3/10/2018,4/9/2018,18/02/2018,8/4/2018,471345989,
3024,2029351180,19-224-6504,48-464-6123,Beahan-Harber,Support,Orange Company,0.9,Partner & Responsible Manager,Car Manufacturing,1,5760735128,11,9387444023,Lighthouse Bay,,229-450-8468,173-841-4479,173-898-4305,6,14/09/2018,6/1/2019,15/09/2018,29/09/2018,6052112360,
3025,2907188674,39-902-6791,72-894-7034,"Medhurst, Lakin and Herzog",Services,Glass Inc.,0.1,Partner & Responsible Manager,Car Manufacturing,2,7941759047,10,6417229394,Mandrake,,320-463-2231,264-918-7924,963-554-9064,8529,13/05/2018,14/02/2018,19/09/2018,19/05/2018,9958734982,
3026,8839964703,63-516-7324,82-622-8229,"Parisian, Howell and Ondricka",Services,Orange Company,0.4,Project Manager,Food Provider,3,8923767166,17,94531218,Browning,,388-672-7473,849-683-9386,746-244-2007,147,11/9/2018,18/04/2018,15/04/2018,22/10/2018,1493931210,
3027,5993319704,97-948-6425,56-756-3017,"Emmerich, Wisozk and Murazik",Business Development,Steak Holder,1,Partner & Responsible Manager,Fashion Designing,4,4852880247,8,9867456009,Merchant,,244-716-5666,983-176-5678,719-978-9478,2,27/02/2018,17/12/2018,1/7/2018,13/11/2018,2076107657,
3028,5296388194,89-427-4111,58-913-3408,Marquardt-Roberts,Training,Glass Inc.,0.9,Signatory,Car Manufacturing,5,2603929852,24,626127505,Sunbrook,,729-304-0514,206-999-4887,333-251-5789,18928,26/02/2018,25/12/2018,4/1/2019,6/1/2019,6124902532,
3029,4451684447,83-866-8409,60-751-4358,Will-Borer,Research and Development,Orange Company,0.5,Sponsor,IT Services,1,5805962535,25,5837560491,Brickson Park,,405-813-0986,605-141-9901,103-495-0423,8247,28/01/2019,13/11/2018,22/10/2018,20/11/2018,3424769649,
3030,6901546025,40-521-2081,76-767-1632,Hermiston LLC,Engineering,Orange Company,0.8,Sponsor,IT Services,2,375829806,8,9649315926,Dovetail,,531-480-3530,760-135-9295,873-162-6585,89,12/3/2018,10/10/2018,27/01/2019,9/5/2018,8355596463,
3031,8677140832,53-764-2692,71-836-4212,"Kub, Dickens and Zieme",Support,Steak Holder,0.7,Sponsor,Car Manufacturing,3,9580628289,15,4325702296,Ludington,,558-746-4814,296-131-5287,564-553-7978,291,6/12/2018,3/3/2018,3/4/2018,6/12/2018,2459982941,
3032,6307180560,99-995-8377,92-204-5931,"Kerluke, Roob and Mraz",Sales,Glass Inc.,0.3,Partner & Responsible Manager,IT Services,4,1088179495,23,7936964371,Mariners Cove,,554-616-2917,983-914-6198,706-729-6073,5571,1/8/2018,28/09/2018,23/06/2018,14/09/2018,5842178311,
3033,5903790755,21-604-5709,61-654-1926,Abernathy-Schuster,Legal,Steak Holder,0.5,Signatory,Fashion Designing,5,3148266862,18,5008794493,Oak,,451-174-0141,917-863-4499,198-190-0242,464,10/9/2018,25/10/2018,31/10/2018,19/04/2018,6368756012,
3034,2414842989,80-868-7354,80-399-1243,Nikolaus-Bailey,Sales,Steak Holder,0.7,Sponsor,Food Delivery,1,1965473733,2,9711196875,Melrose,,970-872-8257,946-603-7451,950-247-7796,296,12/7/2018,23/11/2018,23/01/2019,24/03/2018,9323062359,
3035,8748630845,36-423-9410,86-099-8987,Fritsch-Weissnat,Research and Development,Steak Holder,0.5,Partner & Responsible Manager,Car Manufacturing,2,5307449097,22,7708961297,Vera,,671-147-0784,613-948-3011,566-720-2617,30,31/10/2018,17/01/2019,8/1/2019,2/8/2018,4735081542,
3036,9647553188,48-973-3798,78-323-8551,Veum LLC,Training,Steak Holder,0,Signatory,Car Manufacturing,3,8381921929,3,1481584766,Manley,,244-640-1815,922-833-2792,417-540-6275,60,29/05/2018,12/7/2018,16/08/2018,3/9/2018,1431052299,
3037,1157563104,23-493-6860,99-565-4735,Howell and Sons,Training,Steak Holder,0.8,Sponsor,Fashion Designing,4,6041928097,27,6014591265,Thierer,,112-796-8380,461-816-1399,872-270-5663,90,16/08/2018,16/03/2018,23/04/2018,9/10/2018,194497739,
3038,3632394555,51-011-0458,68-708-0817,Toy LLC,Research and Development,Glass Inc.,0.2,Sponsor,Car Manufacturing,5,3162778697,25,4653385742,Meadow Vale,,292-209-2972,586-451-8529,479-731-4971,77630,11/8/2018,21/08/2018,8/7/2018,30/03/2018,3771360005,
3039,712068228,62-240-1612,85-327-3131,"Wisoky, Bosco and Rohan",Engineering,Steak Holder,0,Partner & Responsible Manager,Food Delivery,1,2446039952,18,6639073544,Manley,,256-392-7506,680-623-3173,839-415-1534,5,3/11/2018,17/11/2018,2/9/2018,28/04/2018,9593750568,
3040,6754611928,21-563-3199,46-627-0731,Torphy LLC,Training,Glass Inc.,0.9,Project Manager,Food Provider,2,1907942688,18,9688503312,Di Loreto,,827-807-2907,308-720-7169,199-140-1284,636,21/10/2018,23/05/2018,17/10/2018,30/03/2018,2614314668,
3041,5923095831,66-008-3639,31-140-7763,"Strosin, Aufderhar and Kerluke",Sales,Orange Company,0.7,Signatory,IT Services,3,176519238,5,1934547743,Walton,,490-586-4297,943-898-9241,887-702-4796,74328,11/9/2018,18/09/2018,26/08/2018,10/3/2018,2440383678,
3042,426625706,48-045-7957,22-494-6000,"Wiegand, Crooks and Weissnat",Sales,Steak Holder,0.8,Partner & Responsible Manager,Fashion Designing,4,8874789394,10,1711676020,Hayes,,706-684-0174,409-629-0646,913-163-0386,90,27/04/2018,2/12/2018,23/04/2018,11/7/2018,483504505,
3043,753633299,74-858-0510,21-955-0278,Dietrich-VonRueden,Support,Orange Company,0.2,Signatory,Fashion Designing,5,9407296598,24,8110588956,Pine View,,615-189-3842,945-708-1201,816-957-7424,1,18/09/2018,25/01/2019,10/4/2018,4/8/2018,8773362255,
3044,3609001291,86-024-0176,18-845-2110,Kihn-Prohaska,Engineering,Orange Company,0.5,Signatory,Car Manufacturing,1,2196692042,4,4852484074,Holmberg,,233-222-2879,568-360-1871,222-443-3308,92,18/04/2018,6/9/2018,17/09/2018,19/10/2018,375467645,
3045,5444713462,18-231-6383,19-264-0647,Buckridge Group,Research and Development,Glass Inc.,0.9,Project Manager,Food Delivery,2,9266739030,28,3654597785,Russell,,977-356-9229,917-756-2750,103-373-4841,4,2/9/2018,31/01/2019,8/12/2018,27/11/2018,5138902261,
3046,5953042124,63-629-6999,49-194-9343,"Raynor, Little and Ondricka",Human Resources,Steak Holder,0.5,Project Manager,Food Provider,3,5945446750,3,6105597029,Cambridge,,152-383-0582,327-519-4665,831-302-7601,2859,21/09/2018,6/5/2018,5/5/2018,17/07/2018,7166092637,
3047,4747202013,51-223-0246,96-732-9940,"Conroy, Heathcote and Rohan",Product Management,Glass Inc.,0.4,Project Manager,IT Services,4,4633841491,32,8038037820,Rockefeller,,589-523-6554,775-824-1849,726-679-6475,8,4/8/2018,15/12/2018,24/07/2018,28/12/2018,4234302163,
3048,109723279,88-943-9371,32-261-9028,"Schneider, O'Keefe and Denesik",Support,Steak Holder,0.2,Sponsor,Food Provider,5,7259122617,10,4358809014,Logan,,476-630-4755,112-105-5708,751-215-8766,5683,7/7/2018,21/03/2018,1/8/2018,24/01/2019,1302672797,
3049,5989529694,06-501-0686,04-798-0306,Feil-Daugherty,Training,Orange Company,0.4,Partner & Responsible Manager,Food Provider,1,2733461885,20,2919981528,Harbort,,933-390-6476,589-891-8202,285-590-0010,563,5/1/2019,22/06/2018,30/08/2018,19/08/2018,8386252685,
3050,557301238,71-620-6468,48-587-5341,Dicki LLC,Accounting,Steak Holder,0.6,Partner & Responsible Manager,Food Delivery,2,5077040583,14,3419146361,Fieldstone,,485-232-0841,129-232-1481,884-910-8048,41150,27/02/2018,29/09/2018,13/03/2018,2/1/2019,725067756,
3051,4515209892,56-570-7672,10-228-8732,Shields LLC,Research and Development,Orange Company,0.5,Signatory,Fashion Designing,3,9966511296,21,2311206893,Corry,,612-743-8926,564-257-9399,412-172-3096,2,23/07/2018,9/4/2018,5/5/2018,6/7/2018,7841399189,
3052,9142651980,83-778-8123,85-931-4292,"Hudson, Mueller and Marquardt",Accounting,Orange Company,0.3,Signatory,IT Services,4,8395409478,26,7234300546,Nancy,,106-608-8700,673-820-8994,684-151-8307,850,29/08/2018,11/2/2019,28/08/2018,1/9/2018,557487757,
3053,3177704376,92-077-2737,96-105-4596,Kilback LLC,Accounting,Steak Holder,0.8,Project Manager,Fashion Designing,5,6451884340,20,8717715644,Mendota,,482-902-1806,715-693-5652,429-342-6173,17193,30/08/2018,10/2/2019,14/09/2018,4/9/2018,8210306073,
3054,8218032223,24-706-8281,70-605-4254,"Yundt, Hettinger and Schultz",Services,Steak Holder,0.9,Sponsor,IT Services,1,5885958777,19,248886290,Warner,,184-422-4853,605-315-3896,366-361-4214,11,24/03/2018,24/08/2018,5/5/2018,16/09/2018,8499042228,
3055,1180748727,08-303-8752,32-874-1408,Boyle-Considine,Services,Glass Inc.,0.4,Project Manager,Food Provider,2,9163941821,10,9119854927,Schlimgen,,646-184-9854,899-970-4300,983-956-7342,69,22/11/2018,4/3/2018,18/10/2018,1/11/2018,4251208129,
3056,4780769027,30-414-6334,93-847-7005,Graham Inc,Training,Steak Holder,0.8,Project Manager,IT Services,3,2775440347,2,9736601439,Mendota,,368-947-7783,606-622-9465,959-445-4779,504,18/04/2018,14/03/2018,13/04/2018,16/04/2018,6195297194,
